campaign_id,campaign_name,campaign_type,platform,product_id,start_date,end_date,budget,actual_spend,impressions,clicks,created_at
1117,Influencer - LinkedIn - Jun2021,Influencer,LinkedIn,61,2021-06-27,2021-09-18,31728,26889.97,5238533,105972,2021-06-26T00:00:00
1118,Influencer - LinkedIn - Jun2021,Influencer,LinkedIn,50,2021-06-27,2021-09-18,31728,26889.97,5238533,105972,2021-06-14T00:00:00
1119,Influencer - LinkedIn - Jun2021,Influencer,LinkedIn,21,2021-06-27,2021-09-18,31728,26889.97,5238533,105972,2021-06-22T00:00:00
1120,Influencer - LinkedIn - Jun2021,Influencer,LinkedIn,4,2021-06-27,2021-09-18,31728,26889.97,5238533,105972,2021-06-15T00:00:00
1121,Influencer - LinkedIn - Jun2021,Influencer,LinkedIn,55,2021-06-27,2021-09-18,31728,26889.97,5238533,105972,2021-06-20T00:00:00
1122,Search - LinkedIn - Oct2021,Search,LinkedIn,57,2021-10-07,2021-12-23,4220,4704.85,1642470,94004,2021-10-02T00:00:00
1123,Search - LinkedIn - Oct2021,Search,LinkedIn,60,2021-10-07,2021-12-23,4220,4704.85,1642470,94004,2021-09-28T00:00:00
1124,Display - Instagram - Mar2022,Display,Instagram,57,2022-03-09,2022-04-01,14077,11509.83,613359,27730,2022-02-23T00:00:00
1125,Display - Instagram - Mar2022,Display,Instagram,41,2022-03-09,2022-04-01,14077,11509.83,613359,27730,2022-02-26T00:00:00
1126,Video - Instagram - Apr2023,Video,Instagram,53,2023-04-18,2023-06-07,25251,,1493594,36290,2023-04-10T00:00:00
1127,Video - Instagram - Apr2023,Video,Instagram,16,2023-04-18,2023-06-07,25251,,1493594,36290,2023-04-07T00:00:00
1128,Video - Instagram - Apr2023,Video,Instagram,50,2023-04-18,2023-06-07,25251,,1493594,36290,2023-04-17T00:00:00
1129,Email - Google - May2021,Email,Google,12,2021-05-17,2021-08-12,6717,6103.14,-990880,12368,2021-05-14T00:00:00
1130,Email - Google - May2021,Email,Google,28,2021-05-17,2021-08-12,6717,6103.14,-990880,12368,2021-05-10T00:00:00
1131,Social Media - YouTube - Jan2024,Social Media,YouTube,16,2024-01-01,2024-02-15,16588,18759.02,2830719,53720,2023-12-26T00:00:00
1132,Social Media - YouTube - Jan2024,Social Media,YouTube,41,2024-01-01,2024-02-15,16588,18759.02,2830719,53720,2023-12-22T00:00:00
1133,Search - Instagram - Feb2024,Search,Instagram,18,2024-02-08,2024-04-08,90500,81863.78,34124554,2461636,2024-02-07T00:00:00
1134,Search - Instagram - Feb2024,Search,Instagram,44,2024-02-08,2024-04-08,90500,81863.78,34124554,2461636,2024-02-04T00:00:00
1135,Search - Instagram - Feb2024,Search,Instagram,21,2024-02-08,2024-04-08,90500,81863.78,34124554,2461636,2024-01-27T00:00:00
1136,Search - Instagram - Feb2024,Search,Instagram,15,2024-02-08,2024-04-08,90500,81863.78,34124554,2461636,2024-01-29T00:00:00
1137,Search - Instagram - Feb2024,Search,Instagram,61,2024-02-08,2024-04-08,90500,81863.78,34124554,2461636,2024-01-31T00:00:00
1138,Search - LinkedIn - Apr2022,Search,LinkedIn,15,2022-04-25,2022-07-13,83496,73659.76,7161621,321040,2022-04-24T00:00:00
1139,Search - LinkedIn - Apr2022,Search,LinkedIn,13,2022-04-25,2022-07-13,83496,73659.76,7161621,321040,2022-04-11T00:00:00
1140,Video - Facebook - Aug2020,Video,Facebook,56,2020-08-17,2020-09-05,105103,96795.49,32734780,838550,2020-08-13T00:00:00
1141,Video - Facebook - Aug2020,Video,Facebook,33,2020-08-17,2020-09-05,105103,96795.49,32734780,838550,2020-08-16T00:00:00
1142,Display - Google - Mar2021,Display,Google,20,2021-03-11,2021-04-04,28662,25053.1,8960463,271314,2021-03-01T00:00:00
1143,Display - Google - Mar2021,Display,Google,5,2021-03-11,2021-04-04,28662,25053.1,8960463,271314,2021-03-08T00:00:00
1144,Search - YouTube - Nov2023,Search,YouTube,44,2023-11-07,2023-12-04,57301,44590.25,21773472,428960,2023-10-28T00:00:00
1145,Search - YouTube - Nov2023,Search,YouTube,1,2023-11-07,2023-12-04,57301,44590.25,21773472,428960,2023-10-30T00:00:00
1146,Search - YouTube - Nov2023,Search,YouTube,26,2023-11-07,2023-12-04,57301,44590.25,21773472,428960,2023-11-01T00:00:00
1147,Search - YouTube - Nov2023,Search,YouTube,35,2023-11-07,2023-12-04,57301,44590.25,21773472,428960,2023-11-02T00:00:00
1148,Email - YouTube - Sep2024,Email,YouTube,61,2024-09-23,2024-10-14,5158,5913.81,1645413,126854,2024-09-22T00:00:00
1149,Video - Twitter - Aug2022,Video,Twitter,17,2022-08-15,2022-08-26,75231,82827.65,34115028,2431952,2022-08-13T00:00:00
1150,Search - Google - Nov2022,Search,Google,53,2022-11-11,2023-01-28,9913,8923.94,2413210,46329,2022-11-01T00:00:00
1151,Search - Google - Nov2022,Search,Google,21,2022-11-11,2023-01-28,9913,8923.94,2413210,46329,2022-10-29T00:00:00
1152,Search - Google - Nov2022,Search,Google,6,2022-11-11,2023-01-28,9913,8923.94,2413210,46329,2022-10-29T00:00:00
1153,Search - Twitter - Jul2021,Search,Twitter,48,2021-07-23,2021-09-04,31520,35598.87,14104966,519110,2021-07-18T00:00:00
1154,Social Media - TikTok - Oct2022,Social Media,TikTok,33,2022-10-04,2022-11-05,17165,13526.61,4233929,166911,2022-09-23T00:00:00
1155,Social Media - TikTok - Oct2022,Social Media,TikTok,13,2022-10-04,2022-11-05,17165,13526.61,4233929,166911,2022-09-21T00:00:00
1156,Social Media - TikTok - Oct2022,Social Media,TikTok,54,2022-10-04,2022-11-05,17165,13526.61,4233929,166911,2022-10-01T00:00:00
1157,Social Media - TikTok - Oct2022,Social Media,TikTok,5,2022-10-04,2022-11-05,17165,13526.61,4233929,166911,2022-09-20T00:00:00
1158,Social Media - TikTok - Oct2022,Social Media,TikTok,27,2022-10-04,2022-11-05,17165,13526.61,4233929,166911,2022-09-21T00:00:00
1159,Influencer - YouTube - Mar2024,Influencer,YouTube,43,2024-03-25,2024-04-26,75023,54701.16,12673564,435098,2024-03-19T00:00:00
1160,Influencer - YouTube - Mar2024,Influencer,YouTube,9,2024-03-25,2024-04-26,75023,54701.16,12673564,435098,2024-03-22T00:00:00
1161,Influencer - YouTube - Mar2024,Influencer,YouTube,22,2024-03-25,2024-04-26,75023,54701.16,12673564,435098,2024-03-12T00:00:00
1162,Email - LinkedIn - Sep2020,Email,LinkedIn,16,2020-09-02,2020-11-10,2697,3163.35,791545,56748,2020-08-29T00:00:00
1163,Social Media - Twitter - Nov2022,Social Media,Twitter,51,2022-11-07,2022-12-11,33810,35642.47,10111158,502541,2022-10-30T00:00:00
1164,Social Media - Twitter - Nov2022,Social Media,Twitter,59,2022-11-07,2022-12-11,33810,35642.47,10111158,502541,2022-10-31T00:00:00
1165,Email - Instagram - Jun2022,Email,Instagram,2,2022-06-10,2022-07-18,7714,7541.56,2098918,91373,2022-06-04T00:00:00
1166,Email - Instagram - Jun2022,Email,Instagram,43,2022-06-10,2022-07-18,7714,7541.56,2098918,91373,2022-06-03T00:00:00
1167,Social Media - Instagram - Nov2021,Social Media,Instagram,63,2021-11-21,2022-02-11,10191,8070.46,2512797,35356,2021-11-17T00:00:00
1168,Social Media - Instagram - Nov2021,Social Media,Instagram,44,2021-11-21,2022-02-11,10191,8070.46,2512797,35356,2021-11-15T00:00:00
1169,Social Media - Instagram - Nov2021,Social Media,Instagram,21,2021-11-21,2022-02-11,10191,8070.46,2512797,35356,2021-11-15T00:00:00
1170,Social Media - Instagram - Nov2021,Social Media,Instagram,10,2021-11-21,2022-02-11,10191,8070.46,2512797,35356,2021-11-20T00:00:00
1171,Influencer - LinkedIn - Dec2022,Influencer,LinkedIn,46,2022-12-10,2023-01-13,78778,92842.98,12118821,920500,2022-12-09T00:00:00
1172,Social Media - Instagram - Jan2021,Social Media,Instagram,23,2021-01-16,2021-03-24,19371,15549.15,2851226,95523,2021-01-14T00:00:00
1173,Social Media - Instagram - Jan2021,Social Media,Instagram,41,2021-01-16,2021-03-24,19371,15549.15,2851226,95523,2021-01-04T00:00:00
1174,Influencer - Twitter - Dec2020,Influencer,Twitter,60,2020-12-03,2021-02-20,16390,17000.08,7690583,548294,2020-11-19T00:00:00
1175,Influencer - Twitter - Dec2020,Influencer,Twitter,44,2020-12-03,2021-02-20,16390,17000.08,7690583,548294,2020-11-27T00:00:00
1176,Influencer - Twitter - Dec2020,Influencer,Twitter,6,2020-12-03,2021-02-20,16390,17000.08,7690583,548294,2020-11-19T00:00:00
1177,Influencer - Twitter - Dec2020,Influencer,Twitter,46,2020-12-03,2021-02-20,16390,17000.08,7690583,548294,2020-11-28T00:00:00
1178,Email - LinkedIn - May2020,Email,LinkedIn,33,2020-05-25,2020-06-24,4835,3626.29,1469546,93145,2020-05-18T00:00:00
1179,Video - YouTube - Jul2023,Video,YouTube,24,2023-07-12,2023-08-06,126243,107585.49,11493975,687325,2023-07-09T00:00:00
1180,Video - YouTube - Jul2023,Video,YouTube,5,2023-07-12,2023-08-06,126243,107585.49,11493975,687325,2023-07-01T00:00:00
1181,Video - YouTube - Jul2023,Video,YouTube,15,2023-07-12,2023-08-06,126243,107585.49,11493975,687325,2023-07-09T00:00:00
1182,Video - YouTube - Jul2023,Video,YouTube,3,2023-07-12,2023-08-06,126243,107585.49,11493975,687325,2023-07-08T00:00:00
1183,Influencer - YouTube - Sep2020,Influencer,YouTube,9,2020-09-09,2020-10-11,14937,13144.32,4624734,187921,2020-08-28T00:00:00
1184,Influencer - YouTube - Sep2020,Influencer,YouTube,46,2020-09-09,2020-10-11,14937,13144.32,4624734,187921,2020-08-31T00:00:00
1185,Influencer - YouTube - Sep2020,Influencer,YouTube,3,2020-09-09,2020-10-11,14937,13144.32,4624734,187921,2020-09-07T00:00:00
1186,Influencer - YouTube - Sep2020,Influencer,YouTube,10,2020-09-09,2020-10-11,14937,13144.32,4624734,187921,2020-08-31T00:00:00
1187,Influencer - YouTube - Sep2020,Influencer,YouTube,55,2020-09-09,2020-10-11,14937,13144.32,4624734,187921,2020-09-05T00:00:00
1188,Video - Twitter - Aug2020,Video,Twitter,11,2020-08-29,2020-09-18,131405,135070.67,9123172,203773,2020-08-17T00:00:00
1189,Video - Twitter - Aug2020,Video,Twitter,50,2020-08-29,2020-09-18,131405,135070.67,9123172,203773,2020-08-23T00:00:00
1190,Video - Twitter - Aug2020,Video,Twitter,6,2020-08-29,2020-09-18,131405,135070.67,9123172,203773,2020-08-21T00:00:00
1191,Video - Twitter - Aug2020,Video,Twitter,19,2020-08-29,2020-09-18,131405,135070.67,9123172,203773,2020-08-15T00:00:00
1192,Display - YouTube - Oct2021,Display,YouTube,29,2021-10-10,2021-12-05,6008,6148.08,406982,27289,2021-10-04T00:00:00
1193,Display - YouTube - Oct2021,Display,YouTube,52,2021-10-10,2021-12-05,6008,6148.08,406982,27289,2021-10-03T00:00:00
1194,Display - YouTube - Oct2021,Display,YouTube,46,2021-10-10,2021-12-05,6008,6148.08,406982,27289,2021-10-02T00:00:00
1195,Display - YouTube - Oct2021,Display,YouTube,48,2021-10-10,2021-12-05,6008,6148.08,406982,27289,2021-10-07T00:00:00
1196,Display - Facebook - Aug2021,Display,Facebook,41,2021-08-07,2021-10-24,21037,23586.36,3158253,33881,2021-07-25T00:00:00
1197,Display - Facebook - Aug2021,Display,Facebook,36,2021-08-07,2021-10-24,21037,23586.36,3158253,33881,2021-07-29T00:00:00
1198,Display - Facebook - Aug2021,Display,Facebook,37,2021-08-07,2021-10-24,21037,23586.36,3158253,33881,2021-08-05T00:00:00
1199,Influencer - Instagram - Jun2024,Influencer,Instagram,15,2024-06-07,2024-07-02,40005,33376.77,1898835,136439,2024-06-01T00:00:00
1200,Influencer - Instagram - Jun2024,Influencer,Instagram,1,2024-06-07,2024-07-02,40005,33376.77,1898835,136439,2024-05-31T00:00:00
1201,Influencer - Instagram - Jun2024,Influencer,Instagram,32,2024-06-07,2024-07-02,40005,33376.77,1898835,136439,2024-06-05T00:00:00
1202,Influencer - Instagram - Jun2024,Influencer,Instagram,8,2024-06-07,2024-07-02,40005,33376.77,1898835,136439,2024-06-01T00:00:00
1203,Influencer - Instagram - Jun2024,Influencer,Instagram,16,2024-06-07,2024-07-02,40005,33376.77,1898835,136439,2024-05-26T00:00:00
1204,Video - YouTube - Oct2021,Video,YouTube,35,2021-10-07,2021-12-13,136342,131723.93,27905861,785506,2021-09-28T00:00:00
1205,Video - YouTube - Oct2021,Video,YouTube,5,2021-10-07,2021-12-13,136342,131723.93,27905861,785506,2021-09-30T00:00:00
1206,Influencer - Facebook - Mar2023,Influencer,Facebook,55,2023-03-14,2023-06-08,33678,38211.69,13994922,633879,2023-03-11T00:00:00
1207,Influencer - Facebook - Mar2023,Influencer,Facebook,15,2023-03-14,2023-06-08,33678,38211.69,13994922,633879,2023-03-09T00:00:00
1208,Influencer - Facebook - Mar2023,Influencer,Facebook,26,2023-03-14,2023-06-08,33678,38211.69,13994922,633879,2023-03-01T00:00:00
1209,Influencer - Facebook - Mar2023,Influencer,Facebook,8,2023-03-14,2023-06-08,33678,38211.69,13994922,633879,2023-03-05T00:00:00
1210,Influencer - LinkedIn - Dec2023,Influencer,LinkedIn,46,2023-12-20,2024-02-10,39253,32114.0,15369794,730968,2023-12-06T00:00:00
1211,Influencer - LinkedIn - Dec2023,Influencer,LinkedIn,10,2023-12-20,2024-02-10,39253,32114.0,15369794,730968,2023-12-06T00:00:00
1212,Influencer - LinkedIn - Dec2023,Influencer,LinkedIn,59,2023-12-20,2024-02-10,39253,32114.0,15369794,730968,2023-12-11T00:00:00
1213,Influencer - Google - Jun2023,Influencer,Google,16,2023-06-26,2023-07-12,20190,16358.86,4833622,9667244,2023-06-12T00:00:00
1214,Influencer - Google - Jun2023,Influencer,Google,4,2023-06-26,2023-07-12,20190,16358.86,4833622,9667244,2023-06-16T00:00:00
1215,Influencer - Google - Jun2023,Influencer,Google,61,2023-06-26,2023-07-12,20190,16358.86,4833622,9667244,2023-06-22T00:00:00
1216,Influencer - Google - Jun2023,Influencer,Google,58,2023-06-26,2023-07-12,20190,16358.86,4833622,9667244,2023-06-13T00:00:00
1217,Display - Twitter - Apr2023,Display,Twitter,30,2023-04-25,2023-06-05,22842,24423.07,7765319,194487,2023-04-18T00:00:00
1218,Display - Twitter - Apr2023,Display,Twitter,4,2023-04-25,2023-06-05,22842,24423.07,7765319,194487,2023-04-23T00:00:00
1219,Search - TikTok - Aug2021,Search,TikTok,54,2021-08-19,2021-10-23,42451,32320.62,7900394,399690,2021-08-11T00:00:00
1220,Search - TikTok - Aug2021,Search,TikTok,15,2021-08-19,2021-10-23,42451,32320.62,7900394,399690,2021-08-13T00:00:00
1221,Social Media - Twitter - Apr2023,Social Media,Twitter,8,2023-04-07,2023-05-13,17169,14195.51,2194272,154952,2023-04-01T00:00:00
1222,Social Media - Twitter - Apr2023,Social Media,Twitter,52,2023-04-07,2023-05-13,17169,14195.51,2194272,154952,2023-04-03T00:00:00
1223,Email - Twitter - Mar2021,Email,Twitter,44,2021-03-01,2021-04-23,5916,4868.96,2185908,69806,2021-02-24T00:00:00
1224,Email - Twitter - Mar2021,Email,Twitter,11,2021-03-01,2021-04-23,5916,4868.96,2185908,69806,2021-02-18T00:00:00
1225,Email - Twitter - Mar2021,Email,Twitter,43,2021-03-01,2021-04-23,5916,4868.96,2185908,69806,2021-02-25T00:00:00
1226,Email - Twitter - Mar2021,Email,Twitter,5,2021-03-01,2021-04-23,5916,4868.96,2185908,69806,2021-02-28T00:00:00
1227,Display - Google - Mar2022,Display,Google,57,2022-03-26,2022-04-06,16530,15694.86,5086930,87636,2022-03-15T00:00:00
1228,Display - Google - Mar2022,Display,Google,25,2022-03-26,2022-04-06,16530,15694.86,5086930,87636,2022-03-21T00:00:00
1229,Display - Google - Mar2022,Display,Google,24,2022-03-26,2022-04-06,16530,15694.86,5086930,87636,2022-03-24T00:00:00
1230,Display - TikTok - Feb2021,Display,TikTok,44,2021-02-14,2021-03-03,21342,15139.52,2006862,26447,2021-02-03T00:00:00
1231,Display - TikTok - Feb2021,Display,TikTok,12,2021-02-14,2021-03-03,21342,15139.52,2006862,26447,2021-02-07T00:00:00
1232,Display - TikTok - Feb2021,Display,TikTok,38,2021-02-14,2021-03-03,21342,15139.52,2006862,26447,2021-02-02T00:00:00
1233,Search - Twitter - Feb2022,Search,Twitter,23,2022-02-12,2022-05-03,81059,95628.32,9481180,402952,2022-02-06T00:00:00
1234,Email - Google - Sep2021,Email,Google,14,2021-09-30,2021-11-21,7543,8463.21,3640797,55060,2021-09-21T00:00:00
1235,Email - Google - Sep2021,Email,Google,26,2021-09-30,2021-11-21,7543,8463.21,3640797,55060,2021-09-28T00:00:00
1236,Email - Google - Sep2021,Email,Google,41,2021-09-30,2021-11-21,7543,8463.21,3640797,55060,2021-09-29T00:00:00
1237,Video - YouTube - Sep2021,Video,YouTube,1,2021-09-22,2021-12-03,24620,20913.55,9506190,686802,2021-09-18T00:00:00
1238,Video - YouTube - Sep2021,Video,YouTube,32,2021-09-22,2021-12-03,24620,20913.55,9506190,686802,2021-09-12T00:00:00
1239,Video - YouTube - Sep2021,Video,YouTube,63,2021-09-22,2021-12-03,24620,20913.55,9506190,686802,2021-09-12T00:00:00
1240,Video - YouTube - Sep2021,Video,YouTube,26,2021-09-22,2021-12-03,24620,20913.55,9506190,686802,2021-09-12T00:00:00
1241,Video - TikTok - Jul2024,Video,TikTok,47,2024-07-05,2024-08-17,20329,19868.2,2603632,85035,2024-06-22T00:00:00
1242,Video - TikTok - Jul2024,Video,TikTok,10,2024-07-05,2024-08-17,20329,19868.2,2603632,85035,2024-07-02T00:00:00
1243,Display - Google - Jul2021,Display,Google,60,2021-07-08,2021-09-24,26515,30455.6,15125450,1070225,2021-06-30T00:00:00
1244,Display - Google - Jul2021,Display,Google,25,2021-07-08,2021-09-24,26515,30455.6,15125450,1070225,2021-07-05T00:00:00
1245,Display - Google - Jul2021,Display,Google,46,2021-07-08,2021-09-24,26515,30455.6,15125450,1070225,2021-06-25T00:00:00
1246,Search - YouTube - Feb2021,Search,YouTube,46,2021-02-26,2021-03-10,2873,3399.37,1476447,31157,2021-02-14T00:00:00
1247,Search - YouTube - Feb2021,Search,YouTube,18,2021-02-26,2021-03-10,2873,3399.37,1476447,31157,2021-02-17T00:00:00
1248,Search - YouTube - Feb2021,Search,YouTube,24,2021-02-26,2021-03-10,2873,3399.37,1476447,31157,2021-02-22T00:00:00
1249,Search - YouTube - Feb2021,Search,YouTube,58,2021-02-26,2021-03-10,2873,3399.37,1476447,31157,2021-02-23T00:00:00
1250,Social Media - TikTok - Nov2021,Social Media,TikTok,52,2021-11-18,2022-02-11,37979,39389.21,14370596,1058362,2021-11-13T00:00:00
1251,Social Media - TikTok - Nov2021,Social Media,TikTok,33,2021-11-18,2022-02-11,37979,39389.21,14370596,1058362,2021-11-16T00:00:00
1252,Video - Facebook - Dec2020,Video,Facebook,41,2020-12-22,2021-03-21,36754,26587.48,2467205,116147,2020-12-08T00:00:00
1253,Video - Facebook - Dec2020,Video,Facebook,29,2020-12-22,2021-03-21,36754,26587.48,2467205,116147,2020-12-19T00:00:00
1254,Video - Facebook - Dec2020,Video,Facebook,30,2020-12-22,2021-03-21,36754,26587.48,2467205,116147,2020-12-15T00:00:00
1255,Search - Instagram - Dec2021,Search,Instagram,57,2021-12-23,2022-01-26,21217,21203.44,4901704,167722,2021-12-20T00:00:00
1256,Search - Instagram - Dec2021,Search,Instagram,2,2021-12-23,2022-01-26,21217,21203.44,4901704,167722,2021-12-18T00:00:00
1257,Search - Instagram - Dec2021,Search,Instagram,50,2021-12-23,2022-01-26,21217,21203.44,4901704,167722,2021-12-18T00:00:00
1258,Search - Instagram - Dec2021,Search,Instagram,46,2021-12-23,2022-01-26,21217,21203.44,4901704,167722,2021-12-09T00:00:00
1259,Search - Twitter - May2021,Search,Twitter,61,2021-05-07,2021-07-05,52969,55769.09,4149086,186544,2021-04-29T00:00:00
1260,Search - Twitter - May2021,Search,Twitter,36,2021-05-07,2021-07-05,52969,55769.09,4149086,186544,2021-04-23T00:00:00
1261,Influencer - TikTok - Oct2023,Influencer,TikTok,33,2023-10-09,2023-11-26,63125,48237.19,21867474,699145,2023-10-02T00:00:00
1262,Influencer - TikTok - Oct2023,Influencer,TikTok,25,2023-10-09,2023-11-26,63125,48237.19,21867474,699145,2023-09-27T00:00:00
1263,Influencer - TikTok - Oct2023,Influencer,TikTok,13,2023-10-09,2023-11-26,63125,48237.19,21867474,699145,2023-10-02T00:00:00
1264,Influencer - TikTok - Oct2023,Influencer,TikTok,37,2023-10-09,2023-11-26,63125,48237.19,21867474,699145,2023-09-30T00:00:00
1265,Influencer - TikTok - Oct2023,Influencer,TikTok,28,2023-10-09,2023-11-26,63125,48237.19,21867474,699145,2023-10-08T00:00:00
1266,Display - YouTube - Mar2023,Display,YouTube,13,2023-03-28,2023-06-08,15084,11356.43,2345041,42399,2023-03-27T00:00:00
1267,Display - YouTube - Mar2023,Display,YouTube,10,2023-03-28,2023-06-08,15084,11356.43,2345041,42399,2023-03-24T00:00:00
1268,Social Media - Twitter - Feb2024,Social Media,Twitter,56,2024-02-26,2024-04-17,30197,21197.19,4964623,171237,2024-02-23T00:00:00
1269,Social Media - Twitter - Feb2024,Social Media,Twitter,9,2024-02-26,2024-04-17,30197,21197.19,4964623,171237,2024-02-22T00:00:00
1270,Video - LinkedIn - Nov2022,Video,LinkedIn,35,2022-11-17,2022-12-08,71379,83836.63,36814018,1198908,2022-11-13T00:00:00
1271,Video - LinkedIn - Nov2022,Video,LinkedIn,11,2022-11-17,2022-12-08,71379,83836.63,36814018,1198908,2022-11-07T00:00:00
1272,Video - LinkedIn - Nov2022,Video,LinkedIn,16,2022-11-17,2022-12-08,71379,83836.63,36814018,1198908,2022-11-12T00:00:00
1273,Video - LinkedIn - Nov2022,Video,LinkedIn,58,2022-11-17,2022-12-08,71379,83836.63,36814018,1198908,2022-11-06T00:00:00
1274,Video - LinkedIn - Nov2022,Video,LinkedIn,42,2022-11-17,2022-12-08,71379,83836.63,36814018,1198908,2022-11-05T00:00:00
1275,Social Media - TikTok - Dec2020,Social Media,TikTok,50,2020-12-10,2021-02-20,14400,10094.4,1566360,65546,2020-12-02T00:00:00
1276,Social Media - Facebook - Feb2021,Social Media,Facebook,3,2021-02-05,2021-04-18,28825,31021.71,12362240,756219,2021-01-28T00:00:00
1277,Social Media - Facebook - Feb2021,Social Media,Facebook,1,2021-02-05,2021-04-18,28825,31021.71,12362240,756219,2021-01-24T00:00:00
1278,Display - Instagram - Feb2020,Display,Instagram,18,2020-02-25,2020-03-19,15243,11455.85,2174318,36596,2020-02-24T00:00:00
1279,Display - Instagram - Feb2020,Display,Instagram,10,2020-02-25,2020-03-19,15243,11455.85,2174318,36596,2020-02-14T00:00:00
1280,Display - Instagram - Feb2020,Display,Instagram,39,2020-02-25,2020-03-19,15243,11455.85,2174318,36596,2020-02-13T00:00:00
1281,Display - Instagram - Feb2020,Display,Instagram,19,2020-02-25,2020-03-19,15243,11455.85,2174318,36596,2020-02-22T00:00:00
1282,Display - Instagram - Feb2020,Display,Instagram,22,2020-02-25,2020-03-19,15243,11455.85,2174318,36596,2020-02-12T00:00:00
1283,Email - LinkedIn - Oct2023,Email,LinkedIn,8,2023-10-16,2023-12-31,2697,2177.06,833635,39842,2023-10-02T00:00:00
1284,Display - Facebook - Nov2021,Display,Facebook,53,2021-11-24,2022-01-14,1371,1323.42,162262,1976,2021-11-16T00:00:00
1285,Display - Facebook - Nov2021,Display,Facebook,52,2021-11-24,2022-01-14,1371,1323.42,162262,1976,2021-11-22T00:00:00
1286,Influencer - YouTube - Feb2023,Influencer,YouTube,40,2023-02-15,2023-04-21,3202,3499.85,1531503,88708,2023-02-10T00:00:00
1287,Influencer - YouTube - Feb2023,Influencer,YouTube,49,2023-02-15,2023-04-21,3202,3499.85,1531503,88708,2023-02-03T00:00:00
1288,Influencer - YouTube - Feb2023,Influencer,YouTube,46,2023-02-15,2023-04-21,3202,3499.85,1531503,88708,2023-02-02T00:00:00
1289,Influencer - YouTube - Feb2023,Influencer,YouTube,53,2023-02-15,2023-04-21,3202,3499.85,1531503,88708,2023-02-10T00:00:00
1290,Influencer - YouTube - Feb2023,Influencer,YouTube,28,2023-02-15,2023-04-21,3202,3499.85,1531503,88708,2023-02-04T00:00:00
1291,Display - TikTok - Aug2023,Display,TikTok,32,2023-08-21,2023-09-11,18069,20583.74,3487392,98555,2023-08-20T00:00:00
1292,Display - TikTok - Aug2023,Display,TikTok,18,2023-08-21,2023-09-11,18069,20583.74,3487392,98555,2023-08-12T00:00:00
1293,Display - TikTok - Aug2023,Display,TikTok,17,2023-08-21,2023-09-11,18069,20583.74,3487392,98555,2023-08-10T00:00:00
1294,Display - TikTok - Aug2023,Display,TikTok,28,2023-08-21,2023-09-11,18069,20583.74,3487392,98555,2023-08-09T00:00:00
1295,Video - LinkedIn - Feb2024,Video,LinkedIn,26,2024-02-03,2024-04-14,148660,123389.88,23237475,662681,2024-01-25T00:00:00
1296,Video - LinkedIn - Feb2024,Video,LinkedIn,42,2024-02-03,2024-04-14,148660,123389.88,23237475,662681,2024-01-23T00:00:00
1297,Video - LinkedIn - Feb2024,Video,LinkedIn,7,2024-02-03,2024-04-14,148660,123389.88,23237475,662681,2024-01-20T00:00:00
1298,Video - LinkedIn - Feb2024,Video,LinkedIn,35,2024-02-03,2024-04-14,148660,123389.88,23237475,662681,2024-01-28T00:00:00
1299,Video - LinkedIn - Feb2024,Video,LinkedIn,46,2024-02-03,2024-04-14,148660,123389.88,23237475,662681,2024-01-25T00:00:00
1300,Social Media - Instagram - Jun2022,Social Media,Instagram,39,2022-06-17,2022-07-07,45367,37359.47,18102293,506822,2022-06-15T00:00:00
1301,Social Media - Instagram - Jun2022,Social Media,Instagram,35,2022-06-17,2022-07-07,45367,37359.47,18102293,506822,2022-06-05T00:00:00
1302,Email - YouTube - Nov2021,Email,YouTube,29,2021-11-18,2022-02-12,9550,11236.86,3140288,70213,2021-11-08T00:00:00
1303,Email - YouTube - Nov2021,Email,YouTube,50,2021-11-18,2022-02-12,9550,11236.86,3140288,70213,2021-11-09T00:00:00
1304,Email - YouTube - Nov2021,Email,YouTube,13,2021-11-18,2022-02-12,9550,11236.86,3140288,70213,2021-11-10T00:00:00
1305,Social Media - YouTube - Dec2020,Social Media,YouTube,17,2020-12-29,2021-01-23,33963,30155.43,7071873,529138,2020-12-22T00:00:00
1306,Social Media - YouTube - Dec2020,Social Media,YouTube,2,2020-12-29,2021-01-23,33963,30155.43,7071873,529138,2020-12-27T00:00:00
1307,Social Media - YouTube - Dec2020,Social Media,YouTube,4,2020-12-29,2021-01-23,33963,30155.43,7071873,529138,2020-12-23T00:00:00
1308,Influencer - Facebook - Apr2022,Influencer,Facebook,31,2022-04-18,2022-06-18,25952,30803.11,8851281,17702562,2022-04-14T00:00:00
1309,Influencer - Facebook - Apr2022,Influencer,Facebook,20,2022-04-18,2022-06-18,25952,30803.11,8851281,17702562,2022-04-05T00:00:00
1310,Influencer - Facebook - Apr2022,Influencer,Facebook,19,2022-04-18,2022-06-18,25952,30803.11,8851281,17702562,2022-04-13T00:00:00
1311,Influencer - Instagram - Jul2024,Influencer,Instagram,41,2024-07-24,2024-08-07,58619,46910.75,15526185,1121273,2024-07-23T00:00:00
1312,Influencer - Instagram - Jul2024,Influencer,Instagram,26,2024-07-24,2024-08-07,58619,46910.75,15526185,1121273,2024-07-15T00:00:00
1313,Influencer - Instagram - Jul2024,Influencer,Instagram,30,2024-07-24,2024-08-07,58619,46910.75,15526185,1121273,2024-07-14T00:00:00
